camis,dba,boro,cuisine_description,building,street,zipcode,grade
50106065,CALAVERAS CORNER,Manhattan,Mexican,936,AMSTERDAM AVENUE,10025.0,B
50146273,HUNGRY LLAMA,Manhattan,American,679,WASHINGTON STREET,10014.0,A
50087794,GORY'S PLACE,Queens,American,54-58,MYRTLE AVENUE,11385.0,A
50101259,JOSEPH DREAM BURGER,Brooklyn,Jewish/Kosher,1202,AVENUE J,11230.0,C
50128828,CROWN FRIED CHICKEN,Brooklyn,Chicken,802,GRAND STREET,11211.0,B
50118141,BLANK STREET COFFEE,Brooklyn,Coffee/Tea,287,6 AVENUE,11215.0,A
41430102,FONDA,Brooklyn,Mexican,434,7 AVENUE,11215.0,B
50000795,RISOTTERIA MELOTTI,Manhattan,Italian,309,EAST    5 STREET,10003.0,A
50003236,LITTLE DOKEBI,Brooklyn,Korean,85,DRIGGS AVENUE,11222.0,A
40620325,BONDST,Manhattan,Japanese,6,BOND STREET,10012.0,A
50054483,BURGER KING,Bronx,Hamburgers,4275,WHITE PLAINS ROAD,10466.0,A
50093795,DOMINO'S,Queens,Pizza,149-09,NORTHERN BOULEVARD,11354.0,A
50145697,JI BEI CHUAN AUTHENTIC ASIAN NOODLES,Brooklyn,Chinese,2238,86 STREET,11214.0,A
50119791,RED MANGO,Queens,"Juice, Smoothies, Fruit Salads",61-01,JUNCTION BOULEVARD,11374.0,A
50164055,MATTO ESPRESSO,Manhattan,Coffee/Tea,780,3 AVENUE,10017.0,C
41453205,THE GREY DOG,Manhattan,American,242,WEST   16 STREET,10011.0,A
41487847,TASTE OF ITALY PIZZERIA,Queens,Pizza,29-16,CRESCENT STREET,11102.0,A
50139627,RAISING CANE'S 980,Brooklyn,Chicken,1523,KINGS HIGHWAY,11229.0,A
50074402,MEGUMI,Brooklyn,Chinese,5102,AVENUE U,11234.0,C
50142400,CROWN BAGELS & PIZZA,Brooklyn,American,1593,MCDONALD AVENUE,11230.0,A
50135701,UTICA HALAL,Brooklyn,American,240,UTICA AVENUE,11213.0,A
40950193,JOE'S BAR & GRILL,Brooklyn,American,257,AVENUE U,11223.0,A
50133883,FLIK @ WELLINGTON MANAGEMENT,Manhattan,Bakery Products/Desserts,799,BROADWAY,10003.0,A
50080309,DUNKIN',Brooklyn,Donuts,893,MANHATTAN AVENUE,11222.0,A
41503108,TULCINGO RESTAURANT,Queens,Mexican,40364040,NATIONAL STREET,,C
41689872,ELSEWHERE ESPRESSO,Manhattan,Coffee/Tea,335,EAST    6 STREET,10003.0,A
41633715,IHOP,Bronx,Pancakes/Waffles,1001,WHITE PLAINS ROAD,10472.0,A
50085772,MX BREAD,Brooklyn,Bakery Products/Desserts,5414,7 AVENUE,11220.0,A
50008021,BOMBAY GRILL HOUSE,Manhattan,Indian,764A,9TH AVE,10019.0,B
50050887,GUPJI,Queens,Korean,149-11,41 AVENUE,11355.0,A
50141699,FRESH PIZZA & DELI,Manhattan,Pizza,876,6 AVENUE,10001.0,A
50094449,RUSS PIZZA,Brooklyn,Pizza,745,MANHATTAN AVENUE,11222.0,A
50117891,BENCH FLOUR BAKERS,Queens,Bakery Products/Desserts,43-18,25 AVENUE,11103.0,B
41160076,JADIS,Manhattan,French,42,RIVINGTON STREET,10002.0,A
50152283,KING WAH CHINESE RESTAURANT,Queens,Chinese,64-17,FRESH POND ROAD,11385.0,A
50050381,PANDA EXPRESS,Manhattan,Chinese,414,8 AVENUE,10001.0,A
41164361,BEST ITALIAN PIZZA,Bronx,Pizza,200,EAST FORDHAM ROAD,10458.0,B
41682237,DUNKIN' / BASKIN ROBBINS,Queens,Donuts,81-11,BROADWAY,11373.0,A
50070414,SONORA,Brooklyn,Mexican,174,HOWARD AVENUE,11233.0,A
50014761,SUBWAY,Staten Island,Sandwiches,86,GUYON AVENUE,10306.0,A
50092429,"BLACK TAP CRAFT BURGERS AND BEER, LOT 15",Manhattan,Hamburgers,45,WEST   35 STREET,10001.0,A
50144307,CAFE CHELSEA,Manhattan,French,218,WEST   23 STREET,10011.0,A
50001471,ROY'S RESTAURNT & BAR,Bronx,Latin American,880,EAST TREMONT AVENUE,10460.0,A
50066240,KO SUSHI,Manhattan,Japanese,1329,2 AVENUE,10021.0,A
41389275,OAXACA DELI AND TAQUERIA,Staten Island,Mexican,1240,CASTLETON AVENUE,10310.0,A
40592181,MCDONALD'S,Bronx,Hamburgers,1515,WILLIAMSBRIDGE ROAD,10461.0,A
50102138,NEW ZHONG HAN MIAN SHI (STE #30),Queens,Chinese,136-20,ROOSEVELT AVENUE,11354.0,B
50080308,DUNKIN',Queens,Donuts,31-14,DITMARS BOULEVARD,11105.0,A
50119234,MADMAN ESPRESSO & BAKERY,Manhattan,Coffee/Tea,332,BLEECKER STREET,10014.0,B
50033839,SUBWAY,Manhattan,Sandwiches,7,EAST   14 STREET,10003.0,A
50139886,TAQ,Manhattan,Tex-Mex,81,WARREN STREET,10007.0,C
50089804,IN BETWEEN DOS CAFE,Queens,Mexican,1866,FLUSHING AVENUE,11385.0,A
41154306,LITTLE ITALY M & O PIZZA RESTAURANT,Brooklyn,Pizza,876,BROADWAY,11206.0,B
50146218,DIMSUM GARDEN,Manhattan,Chinese,1068,2 AVENUE,10022.0,A
50105734,JAVELINA,Manhattan,Tex-Mex,1395,2 AVENUE,10021.0,A
41630561,ANDIAMO CAFE,Manhattan,Spanish,1326,SAINT NICHOLAS AVENUE,10033.0,A
40538061,COSMOS RESTAURANT,Bronx,American,726,EAST TREMONT AVENUE,10457.0,C
50113281,DARLING,Manhattan,American,36,CENTRAL PARK SOUTH,10019.0,A
50177365,Pure Green,Brooklyn,"Juice, Smoothies, Fruit Salads",325,GATES AVENUE,11216.0,A
50000880,PARKER & QUINN,Manhattan,American,63,WEST   38 STREET,10018.0,A
50069955,KOTO,Brooklyn,Japanese,263,FLATBUSH AVENUE,11217.0,A
50133971,ALL IN LOUNGE (AUNTIE LIU'S PRIVATE KITCHEN),Queens,Asian/Asian Fusion,45-08,PARSONS BOULEVARD,11355.0,C
50095005,ZARO'S FAMILY BAKERY,Manhattan,Bakery Products/Desserts,151,WEST   34 STREET,10001.0,A
40402368,TIRO A SEGNO OF NEW YORK,Manhattan,Italian,77,MACDOUGAL STREET,10012.0,A
50080253,ZUTTO,Manhattan,Japanese,77,HUDSON STREET,10013.0,C
50129931,KENNEDY FRIED CHICKEN,Bronx,Chicken,1815,GRAND CONCOURSE,10453.0,B
50061281,JOE & PAT'S,Staten Island,Pizza,1758,VICTORY BOULEVARD,10314.0,B
50146515,KRAZY PIZZA AND WINGS,Brooklyn,American,956,BROADWAY,11221.0,A
50099930,NOSTRAND STATION BAR & LOUNGE,Brooklyn,Other,822,NOSTRAND AVENUE,11216.0,A
50108668,MAD FOR CHICKEN,Queens,Korean,71-37,AUSTIN STREET,11375.0,A
50093674,CAFE KITSUNE,Manhattan,American,550,HUDSON STREET,10014.0,A
50055715,SALUGGI'S EAST,Manhattan,Italian,399,GRAND STREET,10002.0,A
50038241,KINGS COUNTY IMPERIAL,Brooklyn,Chinese,20,SKILLMAN AVENUE,11211.0,A
41585806,DARNA FALAFEL,Brooklyn,Middle Eastern,200,COURT STREET,11201.0,A
40932233,CELESTE,Manhattan,Italian,502,AMSTERDAM AVENUE,10024.0,B
50106504,RANCH JAMAICAN RESTAURANT,Bronx,Caribbean,1165,CASTLE HILL AVENUE,10462.0,A
41168644,TETE-A-TETE,Brooklyn,Russian,2601,EAST   14 STREET,11235.0,A
41174643,ELSA LA REINA DEL CHICHARRON 3,Bronx,Latin American,1A,EAST  183 STREET,10453.0,A
41273802,8TH STREET WINECELLAR,Manhattan,American,28,WEST    8 STREET,10011.0,A
40572098,THE SPRING LOUNGE,Manhattan,American,48,SPRING STREET,10012.0,A
40800483,STEP IN RESTAURANT & LOUNGE,Bronx,American,1309,METROPOLITAN AVENUE,10462.0,A
50048160,MANGO MANGO,Brooklyn,Frozen Desserts,5302,7 AVENUE,11220.0,C
40851227,THE MAGICIAN,Manhattan,American,118,RIVINGTON STREET,10002.0,B
40395597,ELMHURST FAMOUS PIZZA,Queens,Pizza,83-07,BROADWAY,11373.0,A
41462542,SCOTTADITO,Brooklyn,Italian,788,UNION STREET,11215.0,A
41331777,STARBUCKS COFFEE,Manhattan,Coffee/Tea,2195,FREDERICK DOUGLAS BOULEVARD,10026.0,A
50009089,NEW DRAGON RESTAURANT,Brooklyn,Chinese,47,NORTH OXFORD STREET,11205.0,A
50153533,STARBUCKS COFFEE # 78555,Queens,Coffee/Tea,32-02,QUEENS BOULEVARD,11101.0,A
50093102,PAPI'S GRILL,Brooklyn,Mexican,161,7 AVENUE,11215.0,A
50105888,J & P RUNWAY CAFE,Queens,Caribbean,14,JFK INTERNATIONAL AIRPORT,11430.0,A
50167062,SOURAJI WEST,Manhattan,Japanese,177,9 AVENUE,10011.0,A
50072987,CAOBA,Brooklyn,Latin American,762,SNEDIKER AVENUE,11207.0,A
41706329,A SAFFRON THREAD,Manhattan,Indian,98,CHAMBERS STREET,10007.0,A
50150724,SABORES DE MI TIERRA,Brooklyn,Spanish,276,KNICKERBOCKER AVENUE,11237.0,B
40548768,MCDONALD'S,Manhattan,Hamburgers,4259,BROADWAY,10033.0,A
50136355,NEW FU SHEN RESTAURANT,Brooklyn,Chinese,6110,7 AVENUE,11220.0,A
50085189,SUSHI ANN,Manhattan,Japanese,38,EAST   51 STREET,10022.0,A
50117249,BEANS AND LEAVES CAFE,Staten Island,American,4916,ARTHUR KILL ROAD,10309.0,A
50114059,2M DELI,Bronx,Latin American,315,ALEXANDER AVENUE,10454.0,A
50142698,IRV DELI RESTAURANT,Queens,American,32-02,37 AVENUE,11101.0,A
50148732,MIJO,Manhattan,Mexican,25,11 AVENUE,10011.0,A
50095290,SUBCONSCIOUS,Manhattan,Sandwiches/Salads/Mixed Buffet,1213,AMSTERDAM AVENUE,10027.0,A
50122885,HUARACHE TAQUERIA,Bronx,Mexican,1687,MACOMBS ROAD,10453.0,A
50057985,HONEY BADGER,Brooklyn,New American,67,FENIMORE STREET,11225.0,A
50115621,BARKING DOG NYC,Manhattan,American,329,WEST   49 STREET,10019.0,A
50093487,EAST HARBOR SEAFOOD PALACE,Brooklyn,Seafood,714,65 STREET,11220.0,A
50093960,PEET'S COFFEE @ NYU,Manhattan,Coffee/Tea,60,WASHINGTON SQUARE SOUTH,10012.0,A
41536484,ANITA'S LUNCHEONETTE,Brooklyn,Mexican,6100,16 AVENUE,11204.0,B
50152980,KABIN,Manhattan,American,300,SPRING STREET,10013.0,A
40704305,LA DOLCE ITALIA BAKERY,Queens,Bakery Products/Desserts,104-05,METROPOLITAN AVENUE,11375.0,A
50150488,GONG CHA,Manhattan,Coffee/Tea,625,8 AVENUE,10018.0,A
50052953,SWEETGREEN,Manhattan,Salads,32,GANSEVOORT STREET,10014.0,B
50048104,KING WOK,Queens,Chinese,248-25,NORTHERN BOULEVARD,11362.0,A
41708795,TEA CUP CAFE,Queens,Thai,76-23,WOODSIDE AVENUE,11373.0,A
50106556,JAMAICAN FLAVORS,Queens,Caribbean,162-02,JAMAICA AVENUE,11432.0,A
50055139,TIGER BOX,Brooklyn,Korean,169,PARK AVENUE,11205.0,A
50121215,J'S KITCHEN NEW YORK,Manhattan,Japanese,261,1 AVENUE,10003.0,A
50125712,PLAYA BOWLS,Brooklyn,Jewish/Kosher,181,BEDFORD AVENUE,11211.0,A
50045622,SUNSHINE LAUNDROMAT,Brooklyn,American,860,MANHATTAN AVENUE,11222.0,A
50092762,TESSEY'S INTERNATIONAL KITCHEN,Bronx,Soul Food,2542B,WHITE PLAINS ROAD,10467.0,A
50062563,EL ESPINO RESTAURANT,Brooklyn,Mexican,5817,4 AVENUE,11220.0,A
41570932,STELLA'S COFFEE SHOP,Queens,American,222-13,JAMAICA AVENUE,11428.0,A
50147702,AHGASSI GOPCHANG,Manhattan,Korean,1,EAST   32 STREET,10016.0,A
50122496,LITTLE GEM CATERING + EVENTS,Manhattan,American,345,EAST   62 STREET,10065.0,A
50001004,HING WONG,Brooklyn,Chinese,7922,5 AVENUE,11209.0,A
50045071,PRESS ROOM,Manhattan,American,4,PENN PLAZA,10121.0,A
50176471,HELLO HALLOUMI,Manhattan,Bakery Products/Desserts,48,GREENWICH AVENUE,10011.0,A
50132821,YANN NURY NYC,Queens,French,42-25A,VERNON BOULEVARD,11101.0,A
41135587,EVERYTHING GOES BOOK CAFE,Staten Island,American,208,BAY STREET,10301.0,A
50125004,SABOR ATLIXCO,Queens,Mexican,44-08,BROADWAY,11103.0,A
50102205,CHUNG CHING,Bronx,Chinese,26266,ALEXANDER AVE,,A
41548700,WEATHER UP,Manhattan,American,159,DUANE STREET,10013.0,A
41296408,BACARO,Manhattan,Italian,136,DIVISION STREET,10002.0,A
50018845,PASTICCERIA ROCCO,Brooklyn,Coffee/Tea,9402,4 AVENUE,11209.0,A
41551369,CHA PA'S VIETNAMESE EATERY,Manhattan,Southeast Asian,314,WEST   52 STREET,10019.0,A
50032853,VINNY'S LUNCHBOX,Brooklyn,American,171,AVENUE U,11223.0,A
50016050,SOPHIE'S CUBAN CUISINE,Manhattan,Latin American,401,EAST   68 STREET,10065.0,A
40904467,BENSION KOHEN,Brooklyn,Jewish/Kosher,564,EAST NEW YORK AVENUE,11225.0,B
50149596,CHICKEN BOX,Queens,Fusion,201-03,MURDOCK AVENUE,11412.0,A
41374469,DUNKIN,Queens,Donuts,134-30,ATLANTIC AVENUE,11419.0,A
50004792,J'S WONG,Brooklyn,Chinese,717,FRANKLIN AVENUE,11238.0,A
50143451,JOY KITCHEN,Brooklyn,Chinese,497,7 AVENUE,11215.0,A
40594214,MAGGIE MAY'S,Queens,Irish,214-22,41 AVENUE,11361.0,A
50111372,JIMMY JOHN'S,Brooklyn,Sandwiches,504,MYRTLE AVENUE,11205.0,A
50074057,THREE BOYS FROM ITALY PIZZERIA,Bronx,Pizza,704,BURKE AVENUE,10467.0,A
50046593,SAINT JULIVERT,Brooklyn,Seafood,264,CLINTON STREET,11201.0,A
50087216,BUUNNI COFFEE,Manhattan,Coffee/Tea,4961,BROADWAY,10034.0,B
50140058,LARRY'S CA PHE,Brooklyn,Coffee/Tea,135,WOODPOINT ROAD,11211.0,A
50038206,PICKLER & CO,Manhattan,American,216,EAST   45 STREET,10017.0,A
50059199,FRANKIE & JOHNNIE'S STEAKHOUSE,Manhattan,Steakhouse,320,WEST   46 STREET,10036.0,A
50123514,OKEY,Brooklyn,Spanish,445,ALBEE SQUARE,11201.0,A
50133033,POKE BOWL,Manhattan,Japanese,599,LEXINGTON AVENUE,10022.0,A
50001215,BYUNG CHUN SOON DAE,Queens,Korean,156-03,NORTHERN BOULEVARD,11354.0,C
50149714,BLUE BOTTLE COFFEE,Manhattan,Coffee/Tea,22,BROAD STREET,10005.0,A
50139290,YI POH KITCHEN ASIAN CUISINES,Brooklyn,Chinese,6415,11 AVENUE,11219.0,B
50107886,STEVE'S ORIGINAL JERK CHICKEN,Brooklyn,Caribbean,4902,CHURCH AVENUE,11203.0,A
50091988,QUENTIN PIZZERIA,Brooklyn,Pizza,3211,QUENTIN ROAD,11234.0,A
50049511,DON PATRON,Brooklyn,Mexican,1217,CHURCH AVENUE,11218.0,A
50080338,MONKEY CUP,Manhattan,Coffee/Tea,1965,7 AVENUE,10026.0,A
50147662,SAWA,Brooklyn,Middle Eastern,75,5 AVENUE,11217.0,A
41614438,THE WEST SHORE INN RESTAURANT,Staten Island,American,3955,VICTORY BOULEVARD,10314.0,C
50051545,TSURU TON TAN,Manhattan,Japanese,21,EAST   16 STREET,10003.0,A
50077770,ISLAND BITES,Manhattan,Caribbean,2107,1 AVENUE,10029.0,A
41023740,JOHNY'S LUNCHEONETTE,Manhattan,American,124,WEST   25 STREET,10001.0,A
50116941,EMPIRE III,Manhattan,Chinese,1902,A C POWELL BOULEVARD,10026.0,C
50112028,PARADIS IN THE PARK,Manhattan,American,524,WEST   36 STREET,10018.0,A
50102287,COFFEE PROJECT,Manhattan,Coffee/Tea,401,WEST   53 STREET,10019.0,A
50082462,MOA COFFEE,Queens,Coffee/Tea,43-04,30 AVENUE,11103.0,A
50164695,DARJEELING KITCHEN & CAFE,Queens,Asian/Asian Fusion,31-12,36 AVENUE,11106.0,B
40550548,GOODY'S BBQ,Queens,Caribbean,70-18,AMSTEL BOULEVARD,11692.0,A
50060161,GROOVE,Manhattan,American,125,MACDOUGAL STREET,10012.0,A
50049662,NEW CARRIZAL,Brooklyn,Latin American,1346,BROADWAY,11221.0,B
50081577,PENGUIN ICE CREAM,Manhattan,Frozen Desserts,196,CANAL STREET,10013.0,A
50142412,$1.50 HOT PIZZA,Brooklyn,Pizza,255,LIVINGSTON STREET,11217.0,B
50109439,BBQ VILLAGE,Queens,Indian,181-12,HILLSIDE AVENUE,11432.0,B
50018573,TURCO,Manhattan,Turkish,604,9 AVENUE,10036.0,A
50156902,LA DONG,Manhattan,Southeast Asian,11,EAST   17 STREET,10003.0,A
40576002,WHITE CASTLE,Queens,Hamburgers,89-03,57 AVENUE,11373.0,A
41343142,V.I. PIZZA,Queens,Pizza,43-02,BELL BOULEVARD,11361.0,A
41556098,UDOM THAI,Brooklyn,Thai,661,WASHINGTON AVENUE,11238.0,B
50158473,RAICES COLOMBIANAS,Queens,Latin American,64-15,GRAND AVENUE,11378.0,A
50128013,BEST BAGELS,Manhattan,Bagels/Pretzels,225,WEST   35 STREET,10001.0,A
41701184,LITTLE CAESARS,Bronx,Pizza,1054,SOUTHERN BOULEVARD,10459.0,A
50142166,JURIN SUSHI,Manhattan,Asian/Asian Fusion,516,8 AVENUE,10018.0,A
50119645,WENDYS,Bronx,Hamburgers,2140,WESTCHESTER AVENUE,10462.0,A
50088359,BLT PRIME,Manhattan,American,1032,LEXINGTON AVENUE,10021.0,A
50151479,STARBUCKS COFFEE # 77655,Manhattan,Coffee/Tea,1328,YORK AVENUE,10021.0,A
50163952,COLIMA TAQUERIA,Bronx,Mexican,2920,BRUCKNER BOULEVARD,10465.0,B
50116258,MAMAN,Manhattan,French,429,AMSTERDAM AVENUE,10024.0,A
50142936,SAM'S PEARL ST DELI,Brooklyn,Sandwiches,24,WILLOUGHBY STREET,11201.0,A
50114038,ROSA MEXICANO,Manhattan,Mexican,251,EAST   52 STREET,10022.0,A
50087671,POPEYES,Brooklyn,Chicken,736,LINDEN BOULEVARD,11203.0,A
41379121,EDISON BALLROOM,Manhattan,Asian/Asian Fusion,240,WEST   47 STREET,10036.0,A
50118250,SIMPLY NOODLES,Manhattan,Chinese,267,AMSTERDAM AVENUE,10023.0,A
50002593,STARBUCKS,Manhattan,Coffee/Tea,400,EAST   23 STREET,10010.0,A
50121678,SEOUL TTUKBAEGI,Queens,Korean,149-14,41 AVENUE,11355.0,A
41581830,PAD THAI NOODLE LOUNGE,Manhattan,Thai,114,8 AVENUE,10011.0,C
50142632,GOKU 2 KITCHEN,Manhattan,Other,26,CEDAR STREET,10005.0,A
50005669,JAX INN DINER,Queens,American,72-12,NORTHERN BOULEVARD,11372.0,B
40399560,SARDI'S RESTAURANT,Manhattan,American,234,WEST   44 STREET,10036.0,A
50001671,HILL AND BAY,Manhattan,American,581,2 AVENUE,10016.0,A
41600900,PANDA GARDEN RESTAURANT,Brooklyn,Chinese,9708,3 AVENUE,11209.0,A
50033133,TEXAS CHICKEN & BURGERS,Bronx,Chicken,21,WEST BURNSIDE AVENUE,10453.0,A
50115163,8282,Manhattan,Korean,84,STANTON STREET,10002.0,A
50072850,SALAD BOX,Manhattan,Salads,44,PARK PLACE,10007.0,B
41682968,SABOR ANDINO,Brooklyn,Latin American,6314,14 AVENUE,11219.0,A
50105970,INTERNATIONAL 9 BISTRO,Bronx,American,53,BRUCKNER BOULEVARD,10454.0,A
50049655,TACO MAHAL,Manhattan,Tex-Mex,73,7 AVENUE SOUTH,10014.0,C
50125261,GAMEHAUS,Queens,American,5-14,51 AVENUE,11101.0,A
50084067,NOMAD CAFE & EATERY,Queens,Coffee/Tea,67-14,FOREST AVENUE,11385.0,A
41665068,TEXAS ROTISSERIE & GRILL,Manhattan,Chicken,2581,BROADWAY,10025.0,A
41073493,NINOS RESTAURANT,Staten Island,Italian,1110,HYLAN BOULEVARD,10305.0,A
50179145,TAMALERIA LA MADRINA,Brooklyn,Mexican,735,NOSTRAND AVENUE,11216.0,A
50001547,THE WINSLOW,Manhattan,English,243,EAST   14 STREET,10003.0,A
50050281,CAFE PAULETTE,Brooklyn,French,1,SOUTH ELLIOTT PLACE,11217.0,A
50064844,MAMA MECHO,Brooklyn,Spanish,200,KNICKERBOCKER AVENUE,11237.0,B
50157715,BRASA PERUVIAN KITCHEN,Manhattan,Peruvian,1,WATER STREET,10004.0,A
50132859,LA HACIENDA PANADERIA,Brooklyn,Bakery Products/Desserts,5707,5 AVENUE,11220.0,C
50106619,AJISAI JAPANESE FUSION,Manhattan,Japanese,795,LEXINGTON AVENUE,10065.0,B
50037988,BANH MI PLACE,Brooklyn,Southeast Asian,824B,WASHINGTON AVE,11238.0,A
50102228,BEBE FRITAY GROUP,Queens,Caribbean,112-26,FRANCIS LEWIS BOULEVARD,11429.0,A
41696287,CHOP'T,Manhattan,American,100,PARK AVENUE,10017.0,A
50129856,5 ACRES,Manhattan,American,10,WEST   50 STREET,10020.0,A
50032689,LIU'S SHANGHAI,Brooklyn,Chinese,1869,BATH AVENUE,11214.0,C
50052663,SET BAR LOUNGE & BILLARDS,Brooklyn,American,1828,MCDONALD AVENUE,11223.0,A
50148631,KRISPY KRUNCH JAMAICAN FLAMES,Brooklyn,Caribbean,804,NOSTRAND AVENUE,11216.0,A
50109652,FRESH & HEALTHY 187,Bronx,"Juice, Smoothies, Fruit Salads",621,EAST  187 STREET,10458.0,A
41488055,GUACUCO,Brooklyn,Latin American,44,IRVING AVENUE,11237.0,A
50079374,TAVA,Brooklyn,Turkish,318,5 AVENUE,11215.0,A
50105023,GELATERIA GENTILE,Manhattan,Frozen Desserts,43,8 AVENUE,10014.0,A
50078573,ALEGRITO ESPRESSO BAR,Brooklyn,Coffee/Tea,2216,65 STREET,11204.0,A
50153472,MASPETH CAFE,Queens,American,48-05,GRAND AVENUE,11378.0,A
50147561,SWEET SUNDAYS CAFE,Brooklyn,Coffee/Tea,2916,BEVERLEY ROAD,11226.0,A
50073806,MAMBI STEAKHOUSE,Manhattan,Latin American,4181,BROADWAY,10033.0,A
50062487,MUGHLAI,Manhattan,Indian,6,CLINTON STREET,10002.0,C
50142708,KIM PO RESTAURANT,Queens,Chinese,110-06,FARMERS BOULEVARD,11412.0,A
40958104,THE DOOR,Queens,Caribbean,163-07,BAISLEY BOULEVARD,11434.0,A
40424488,RENATO'S PASTRY SHOP,Staten Island,Bakery Products/Desserts,1646,FOREST AVENUE,10302.0,A
50163634,ISLAND KITCHEN,Staten Island,Chinese,462,NOME AVENUE,10314.0,A
50167867,LA OBEJA NEGRA SPORTS BAR,Queens,Other,111-15,JAMAICA AVENUE,11418.0,A
41602657,WAT'S ON YOUR PLATE,Manhattan,Caribbean,513,WEST  145 STREET,10031.0,C
50090305,ICCA,Manhattan,Japanese,20,WARREN STREET,10007.0,A
50115302,NORTHSIDE COFFEE,Staten Island,Coffee/Tea,605,FOREST AVENUE,10310.0,A
50003553,RANCHO TEQUILERIA,Manhattan,Mexican,741,9 AVENUE,10019.0,A
41437033,KING'S PIZZA,Brooklyn,Pizza,1688,EAST   16 STREET,11229.0,B
50085920,EL SEMBRADOR,Queens,Spanish,143-09,HILLSIDE AVENUE,11435.0,A
50089290,GRANO DE CAFE,Queens,Latin American,98-12,NORTHERN BOULEVARD,11368.0,A
50165996,APOLLO BAGELS,Manhattan,Bagels/Pretzels,41,JOHN STREET,10038.0,A
50090722,SUGAR SWEET SUNSHINE,Manhattan,Bakery Products/Desserts,88,ESSEX STREET,10002.0,A
41688078,HORSES & DIVORCES,Brooklyn,American,285,BEDFORD AVENUE,11211.0,A
41090082,THE POUR HOUSE OF BAYRIDGE,Brooklyn,American,7901,3 AVENUE,11209.0,A
50075658,PEKING CHINESE RESTAURANT,Queens,Chinese,141-06,NORTHERN BOULEVARD,11354.0,A
50108676,RALPH'S ICES,Staten Island,Other,6390,AMBOY ROAD,10309.0,A
41399893,LA COLOMBE,Manhattan,Coffee/Tea,270,LAFAYETTE STREET,10012.0,A
40711561,MA SMITH'S DESSERT CAFE,Manhattan,Bakery Products/Desserts,2380,ADAM CLAYTON POWELL BOULEVARD,,A
50018945,LOI ESTIATORIO,Manhattan,Greek,132,WEST   58 STREET,10019.0,A
50103724,LENWICH,Manhattan,American,1332,3 AVENUE,10075.0,A
41690830,CHEN'S GARDEN,Bronx,Chinese,304,WILLIS AVENUE,10454.0,A
50148516,LOLA'S,Manhattan,American,2,WEST   28 STREET,10001.0,A
40593848,MY LITTLE PIZZERIA,Brooklyn,Pizza,114,COURT STREET,11201.0,A
50007015,EMIR PALACE,Brooklyn,Eastern European,4210,18 AVENUE,11218.0,A
41602165,JO JO PIZZA,Bronx,Pizza,1545A,WESTCHESTER AVENUE,10472.0,B
40516511,CYBER CAFE,Staten Island,Coffee/Tea,2800,VICTORY BOULEVARD,10314.0,A
50119761,SWEETFISH,Brooklyn,Seafood,1212,AVENUE Z,11235.0,A
50130864,BARTLEY DUNNES,Manhattan,Irish,160,WEST   54 STREET,10019.0,A
41636588,DUNKIN,Bronx,Donuts,47,EAST GUNHILL ROAD,10467.0,A
50133344,SEOUL SALON,Manhattan,Korean,20,WEST   33 STREET,10001.0,A
40758684,JUICY LUCY'S,Manhattan,"Juice, Smoothies, Fruit Salads",72,EAST    1 STREET,10003.0,A
41652427,IMMACULEE II,Brooklyn,Creole,1227,NOSTRAND AVENUE,11225.0,A
41076181,NEW THRIVING RESTAURANT OF GUYANA,Queens,Chinese,107-02,LIBERTY AVENUE,11417.0,B
50032652,LAS DELICIAS RESTAURANT & BAKERY,Queens,Spanish,18-01,COLLEGE POINT BOULEVARD,11356.0,A
41245711,FETTE SAU,Brooklyn,Barbecue,354,METROPOLITAN AVENUE,11211.0,B
41598915,NUMERO 28 PIZZERIA,Brooklyn,Pizza,137,7 AVENUE,11215.0,A
50130088,LITTLE ITALY PIZZA,Manhattan,Pizza,671,8 AVENUE,10036.0,B
50115819,LANZHOU NOODLES,Brooklyn,Chinese,5603,7 AVENUE,11220.0,A
41712067,SEASON RESTAURANT,Brooklyn,Chinese,1321,AVENUE U,11229.0,B
50002138,IL GATTOPARDO,Manhattan,Italian,13,WEST   54 STREET,10019.0,A
41651838,BEER AUTHORITY,Manhattan,Irish,300,WEST   40 STREET,10018.0,A
50113419,BACK HOME BAKERY,Brooklyn,Bakery Products/Desserts,3524,CHURCH AVENUE,11203.0,B
50143561,UBS EMA CAFÉ,Manhattan,American,11,MADISON AVENUE,10010.0,A
50130435,SKY COFFEE SHOP,Queens,Coffee/Tea,464,WOODWARD AVENUE,11385.0,A
41123042,FRIENDLY GOURMET PIZZA,Manhattan,American,59,NASSAU STREET,10038.0,B
50172594,1 OF 1 SANDWICH,Brooklyn,Sandwiches/Salads/Mixed Buffet,82,5 AVENUE,11217.0,A
50002691,THE JEFFREY,Manhattan,American,311,EAST   60 STREET,10022.0,A
50159222,KIKO,Manhattan,Asian/Asian Fusion,307,SPRING STREET,10013.0,A
50092019,GUS' AMERICAN GRILL,Brooklyn,American,7206,NEW UTRECHT AVENUE,11228.0,C
50093379,POPEYES,Manhattan,Chicken,175,DYCKMAN STREET,10040.0,A
50145928,CHOCOLATE HOUSE,Queens,Frozen Desserts,25-88,STEINWAY STREET,11103.0,A
41643852,THE VSPOT,Brooklyn,Vegan,156,5 AVENUE,11217.0,C
